"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"SHIPP DLBCL CURED VS FATAL DN",0.242537313432836,0.304624348683284,0.118287526124085,0.347528518026748,1.14789711380715,40,"SLA,SLC2A5,TGIF1,CDKN2A,VEGFA,GUCY2C,BTN3A2,TLE1,LCAT,GSPT1,ZNF274,PDCD4,RPL14,STAT5B,GNS,SLK,ABCD1"
"DARWICHE SKIN TUMOR PROMOTER DN",0.156405990016639,0.210506686512461,0.142056643575821,0.271919803637434,1.14825571321346,168,"RNASE2,BCL2A1,MEOX2,IGHG1,MT1X,CP,S100A11,CSTA,ARG1,MYC,EBF2,TREM2,SAMHD1,AKR1C3,CLEC3B,NFE2L2,PKHD1,IL1B,SOX5,RNF19A,CHST11,SUCLG2,LRRC58,SWAP70,JAG1,NEK4,FAM186A,FES,OTUD1,PLA2G10,GTF2E2,GDF5,MSI1,LYAR,PRRC1,HSPD1,RPL39,HMBOX1,MORN5,PUS10,CX3CR1,MED17,MGAT1"
"POS HISTAMINE RESPONSE NETWORK",0.26530612244898,0.329543382938507,0.111918316325105,0.379985007908487,1.14934047460852,27,"TGFB1,IL15,CEBPB,FBLN5,G3BP1,EMILIN1,CDK2AP1,TAX1BP3,IGF2R,MED26,ENAH"
"HELLER HDAC TARGETS UP",0.123128119800333,0.170942980826316,0.161978948883402,0.258507049549784,1.14981184022212,275,"MT1H,CFH,MT1F,MT1X,S100A4,GMPR,MT1E,MT2A,MSX1,HLA-DRB1,PMEL,TXNIP,BCL6,BIRC3,HLA-DPA1,TOP2A,IL13RA1,LAMP3,TIMP3,PDGFRL,HLA-DPB1,TMEM47,HES1,CDKN1A,FGFR4,AKR1C3,PTTG1IP,DOCK6,SLC16A3,ITGA6,JUNB,AASS,PTGER4,SDC4,SPINK2,TSPAN12,MAOA,NEDD9,PDE4DIP,MAPKAPK2,SAT1,SORBS1,KLF2,HMG20B,KLHL24,ING1,FER,NEAT1,ARG2,TOP3B,SGK3,RCN3,GSN,GSDMB,DDAH2,NCOA3,PIGV,ITGA7,MBTD1,GRN,ID2,IFT140,TSPAN4,RRAS,ENAH,JUP,ZBTB20"
"ZHENG IL22 SIGNALING DN",0.225746268656716,0.286190807001461,0.123257226381337,0.36014812849869,1.15340097324571,34,"C7,IL1RL1,SLC9A2,CCDC121,SIPA1,OLFM4,TRIM6,COL11A1,RAB34,GHR,ASPM,PRTG,SOX6,SCN3A"
"SETLUR PROSTATE CANCER TMPRSS2 ERG FUSION UP",0.201851851851852,0.260791980526326,0.130777137971974,0.318493127340025,1.15348621222788,63,"TWIST1,BMPR1B,RGS10,ARHGDIB,ARHGAP29,ERG,HDAC1,ZMYND8,RAB30,MAP3K5,TLE1,GHR,ECE1,OCLN,PCDHGB7,NCOA1,KCNN2,UGDH,THUMPD1,MYO6,SH3YL1,PTK7,CPSF6,KHDRBS3,RFX1"
"WOTTON RUNX TARGETS UP",0.264367816091954,0.328532347184827,0.114266502484433,0.428953561315344,1.15355695071958,17,"CYP1B1,RDH10,RGCC,ANGPTL4,ITGB5,SLC40A1,MASP1"
"ZHANG INTERFERON RESPONSE",0.279693486590038,0.345142546273181,0.110564716336619,0.400883199591186,1.15373450588148,22,"IFITM1,IFITM3,IFI16,IRF1,IFRD1"
"BRUINS UVC RESPONSE VIA TP53 GROUP D",0.132996632996633,0.182533560715379,0.156312403073186,0.263954872319545,1.15434382359791,243,"FCGR2B,BCL2A1,SERPINA1,FMOD,TGFBR3,FPR2,FMO2,LBX1,TRIP10,CD48,KERA,GADD45B,MIA,OSMR,CD2,PDCD1LG2,LAT2,ADM,RHD,SLC9A2,TMEM176A,BOC,TRDN,GSDMD,ITPR2,RUNX3,LGALS3,GNAT1,SLC30A1,SOCS6,TMEM170A,BMI1,MID1IP1,PGM2,PHKA1,CD79B,NR2E3,MALL,CALCRL,APPL2,DIAPH2,BLK,GJB3,TNFSF13B,PUS3,ONECUT1,CFLAR,CPE,FBXO32,ARRDC2,DDX3X,SAG,PLEKHA3,LTBP1,SLC17A9,TRMT13,MACROD1,PITPNC1,SPOPL,SNAPC1,PHGDH,DMD,C19orf18,PAX5,PDPN,COPB1,CHRNG,SH3BGR,DDX21,PHKA2,NR1D2,RNF122,BID"
"BURTON ADIPOGENESIS 5",0.187931034482759,0.245747174052296,0.130777137971974,0.292018077635704,1.15567880553216,108,"IGF2,SLC1A5,HK2,C3,ADAM12,RREB1,TOB1,SIPA1,IFNGR1,RGCC,ABHD5,MKNK2,RASD1,FABP4,DBI,SORBS1,LPIN1,PEX11A,GINM1"
"KRIEG KDM3A TARGETS NOT HYPOXIA",0.145484949832776,0.197518621509863,0.148261500475107,0.272689139136599,1.1561801484145,183,"FKBP5,VCAM1,NUPR1,VAMP8,CYP1B1,TNFSF14,B3GNT5,NHEJ1,ACSL5,SLC47A2,FABP5P3,GBP3,IRF1,CD40,LGALS9,EVC,PHACTR2,CARD16,B2M,TMEM216,GBP1,TMEM218,NEAT1,MMRN2,HIBCH,TMBIM4,ATM,TMEM245,RRAD,LAMC2,PHF11,NOL8,CRISPLD2,LDLRAD3,CHMP4A,GOLGA4,PTPN2,SLC46A3,FANCL,TMEM106B"
"QI HYPOXIA TARGETS OF HIF1A AND FOXA2",0.233962264150943,0.295331247915333,0.121543282035469,0.36581736284255,1.15721888589204,33,"GPRC5A,F2RL1,PLOD2,COL6A2,ITGA5,PRSS35,SLC16A3,KDM3A,NGF"
"FARMER BREAST CANCER CLUSTER 2",0.225563909774436,0.286096903324081,0.12384217120105,0.367881217732483,1.15985714908398,32,"MELK,CCNA2,CEP55,CENPA,ATAD2,NCAPG,NUSAP1,KIF20A,PTTG1,ASPM,KIF15,RAD54B"
"ROVERSI GLIOMA LOH REGIONS",0.220952380952381,0.281871651606079,0.126253987849115,0.349705061797637,1.15995318845425,42,"GMPR,GPRC5A,PTTG2,EMP1,FERMT2,LRRN1,ABCC9,GUCY2C,MUC15,GAS2,STYX,ARAP2,PPFIBP1,PDPN,CENPC,KCNJ8,HEBP1"
"DARWICHE PAPILLOMA RISK LOW DN",0.154237288135593,0.207905569007264,0.144630528034484,0.278908227518551,1.16160895630416,154,"BCL2A1,PLAC8,MEOX2,IGHG1,LYZ,MT1X,CP,APOD,MYC,EBF2,TREM2,CXCL16,ICAM1,SAMHD1,CLEC3B,SPP1,PKHD1,SOX5,RNF19A"
"CHOI ATL CHRONIC VS ACUTE DN",0.256704980842912,0.319912528012723,0.116234148779716,0.431978433838932,1.16169154392338,17,"CMTM6,ANAPC16,PPP1CC,CGGBP1,CTDSP2,NCOA3,HSPD1"
"LIU SOX4 TARGETS UP",0.171768707482993,0.227536021520984,0.136490437780413,0.286021875947647,1.16288440378307,129,"FCN3,SLC5A3,WWTR1,EGFR,GLP1R,LHFPL2,CSF1,PRSS23,SOX9,RP2,PPP2R1B,LIF,IL6R,HBP1,SWAP70,CREBRF,LEF1,KLHL24,KLRC1,PDS5A,TLE1,TBL1X,WBP1L,ZFAND6,ZNF318,PRDX6,ERLIN2,FYCO1,ATP7A,TMED10,BCL10,POLDIP3,THBS1,RYK,ELK3,DICER1,SLC33A1"
"RAMASWAMY METASTASIS UP",0.187037037037037,0.244750793388733,0.136490437780413,0.321253366147143,1.16348296610781,63,"COL1A2,COL1A1,APLNR,ELF4,MSX2,ETV2,CDK2AP1,ZFC3H1,PTTG1,TMPO,UPK1A"
"NATSUME RESPONSE TO INTERFERON BETA DN",0.200381679389313,0.259391529521495,0.133554954557592,0.338505946800308,1.16438294545636,50,"CXCR1,ANXA2,NFKBIA,TP53I3,MMP2"
"ZHAN MULTIPLE MYELOMA CD1 VS CD2 DN",0.217557251908397,0.278346856921058,0.127505315300183,0.3397693472195,1.16574937737619,48,"CXCR4,PIK3AP1,SLFN11,GPR160,CPQ,BLNK,RGCC,STAP1"
"LIU LIVER CANCER",0.23062015503876,0.291390937165186,0.124434168630393,0.374537935098581,1.16580208054298,31,"SERPINA1,AZGP1,MMP19,DDR2,DOK1"
"DAVICIONI TARGETS OF PAX FOXO1 FUSIONS DN",0.183864915572233,0.241253752468354,0.13880510939114,0.325290700051458,1.16866895859607,62,"DDIT4,ZFP36L2,CCL2,ARHGAP15,IGFBP3,MSTN,OLFML3,KCTD12,ARHGEF6,C3orf52,RGS2,PPP1R3D,FKBP10,NEB,COL11A1,LRP5,BBX,PDE4D,TTN,CCL4,GAS2"
"NAM FXYD5 TARGETS DN",0.252354048964218,0.315084781362696,0.116234148779716,0.426928950295728,1.16873974545096,18,"FXYD5,CCL2,AXL,HSPE1,CRIPT"
"MORI MATURE B LYMPHOCYTE DN",0.197822141560799,0.256954817110929,0.130777137971974,0.314876311223621,1.1693362144866,72,"IL7R,SLC16A1,CD93,CAPN2,MTHFD2,PLIN2,ENPEP,LGALS9,RGS2,VPREB3,RRM2,EZH2,GPAM,CDC45,TAX1BP3,CKS1B,RAG1,MYL4,HMGB2,LXN,ANLN,MCM5,NOTCH1,PAFAH1B3,DHFR"
"GUO HEX TARGETS DN",0.178571428571429,0.235187295257086,0.141225119642531,0.32637626211559,1.16958766280176,61,"ANGPT2,TFPI,FMO1,F10,CD93,IFITM3,STAB1,LPL,KLF1,NFATC1,SHE,BCL6B,CLDN5,PTTG1,RNF149,FLT4,ENG,KIFC1,GDAP2,POLR2J,SLC39A8"
"SOTIRIOU BREAST CANCER GRADE 1 VS 3 UP",0.14802065404475,0.200549009223708,0.149207542435322,0.28448667801558,1.16994832785732,139,"CDK2,UBE2C,MELK,TOP2A,KIF14,CCNA2,MKI67,CEP55,CKS2,CENPA,TIMELESS,JMJD6,TROAP,FBXO5,AURKB,MYBL2,MCM10,RRM2,EZH2,DONSON,CDC45,NCAPG,NUSAP1,KIF20A,PTTG1,TMPO,CDC25A,ASPM,STIP1,RFC4,SNRPG,EXO1,KIF15,CDK1,KIFC1,HJURP,BIRC5,RAD54B,DDX39A,CHEK1,RAD51,LMNB1,MCM3,TACC3,DNAJC9,PLK1,ESPL1,ECT2,QPRT,BLM,HMMR,XPOT"
"MACLACHLAN BRCA1 TARGETS UP",0.244274809160305,0.306299974276947,0.119348440591015,0.413214911703349,1.17003582285924,20,"TIMP1,TOP2A,CDKN1A,PCNA,LFNG,MET,IGFBP4,TOP1"
"BROWNE HCMV INFECTION 16HR UP",0.132107023411371,0.181501173090402,0.156312403073186,0.27166556052984,1.170594838127,210,"PTGER2,FKBP5,GABRE,EPHA2,SLC16A1,SLC15A2,LAMP3,PLSCR1,GNA13,PRKD3,ARHGEF5,HLA-DPB1,RUNX3,ZBTB1,IFNGR1,ABHD3,LYN,ABCB1,E2F5,VEGFA,NXT2,REL,ARL4A,CREM,RORA,MAOA,GATM,ZFY,ZBTB33,CDC6,CHD1,MAT2A,KPNA5,PTPN21,TEX30,SAP30,NAT1,BTG3,TRIM52,PDE4D,KLHL23,ST7,SRSF10,ZBTB6,ZNF273,PPFIA1,EED,SMG1,FUBP1,SOS1,C18orf25,TFRC,GPX3,DDX21,ANGEL2,STARD3,FAM169A,TMF1,RAF1,ALKBH1,IL27RA,AKAP8L,DR1,POLR2H,PGM3,SUZ12,ZNF131,EXPH5,RND2,SSR1,SLC7A1,PAQR3,N4BP2L1,ATP7B,GTF2B,MLF1,TTBK2,IREB2,KHDRBS3,HSPA4L,ETFDH,SLC30A4,DFFB,SON,SOCS2"
"PIONTEK PKD1 TARGETS DN",0.274131274131274,0.339229426817249,0.112378519110475,0.449268160345819,1.17200309552426,15,"SERPINA1,UHRF1,CCNA2"
"KUMAR PATHOGEN LOAD BY MACROPHAGES",0.102649006622517,0.146752530030676,0.178219874951973,0.269644953617612,1.17360823989051,222,"TLR8,S100A8,PROK2,GPR183,CPZ,MAFF,CXCL5,KERA,HCAR2,TFAP2C,FOXD4L1,TOP2A,SLC9A2,CYYR1,LILRB1,RAB3IL1,KIAA1958,N4BP2,TNFRSF10A,LGALS9,CALCOCO2,CSRNP1,MCL1,BTLA,HLA-E,BBS2,ITGB1,LST1,EFHC2,RBM7,CLDN15,OTX1,TAP1,CENPK,RELL1,NXNL2,PLEKHG2,ZNF831,ELK4,EMP2,GPR151,LCOR,PHC3,ATP7A,NKAIN3,BMP1,ZNF599,ST8SIA4,NEK7,CEP76,SPATA1,ZNF384"
"NAKAMURA CANCER MICROENVIRONMENT DN",0.208955223880597,0.269034942247825,0.128788713061714,0.35540134323985,1.17390129151015,40,"SLC7A11,DHRS3,PSAT1,CDCA2,RIPK2,CDC6,PSPH,FANCI,TNS3,RFC4,DHFR,FAM83D,SYNCRIP,COTL1"
"MARIADASON RESPONSE TO BUTYRATE SULINDAC 6",0.218809980806142,0.279543505459298,0.127505315300183,0.352420093374414,1.17405083740885,43,"IFITM2,ITPR2,MBNL3,CHDH,MSI2,INPPL1,HNRNPH1,DANCR,PCNA,MGME1,HMGB2,TMPO,MAPK4"
"FIGUEROA AML METHYLATION CLUSTER 1 UP",0.156896551724138,0.210952004913574,0.144630528034484,0.296683724553364,1.17414337902874,108,"TLR2,CXCL1,LBX2,FOXJ1,YBX3,PAQR5,TUBB6,GAN,FSTL1,CISH,CLIC2,MAP7D3,POU5F1,GNG11,VWF,VPREB3,SYDE2,RIPPLY3,SLC39A14,WT1,WBP1L,TAF3,ZNF582"
"HOLLEMAN VINCRISTINE RESISTANCE ALL DN",0.24236641221374,0.304624348683284,0.119887845115423,0.414728684326096,1.17432213525048,20,"VIM,CD44,RPS15A,NME2,RPS24,RPL10,RPL23A,RPL12,RPLP2,TMSB10,RPS2,HNRNPU,HMGB1"
"KANG DOXORUBICIN RESISTANCE UP",0.199619771863118,0.258658605405515,0.133554954557592,0.340020158339077,1.17445117931037,51,"TOP2A,MKI67,ASF1B,CENPA,BARD1,ATAD2,RRM2,CDC6,NCAPG,NUSAP1,FANCI,HMGB2,ASPM,NQO1,RFC4,CDK1,HJURP,BIRC5,TK1,DTYMK,LMNB1,PLK1"
"BANDRES RESPONSE TO CARMUSTIN MGMT 24HR DN",0.221804511278195,0.282685730244569,0.125033367555272,0.372523777733373,1.17449422797666,32,"TNFRSF11B,MSR1,RGR,GAST,STXBP2"
"ALCALA APOPTOSIS",0.155515370705244,0.209521473433582,0.149207542435322,0.30952732543917,1.17535263247766,83,"CASP4,CD48,CASP1,SAMSN1,CD74,RAC2,RHOH,FAS,CD7,TRAF3IP3,XPO1,BCAT2,RIPK3,TMEM106C,FES,RIT1"
"MAYBURD RESPONSE TO L663536 UP",0.248148148148148,0.310273264272318,0.116234148779716,0.389478132877613,1.17624715120737,26,"SLC38A2,IKZF1,SLC7A11,LINC00472,SGCZ,TRIM8,ASXL2,BROX,WDR19,EIF2AK3"
"APRELIKOVA BRCA1 TARGETS",0.213207547169811,0.27357665838885,0.128142916898415,0.349572332878642,1.17878886544631,44,"ANXA3,ID3,TFAP2C,VIM,KRT8,ANXA5,WNT3,RIT1,QKI,DDX3X,HMGA2,LXN,DDX21,DNAJA1,HSP90AA1,FGFR1,CA2,TAGLN,NUMB"
"MARIADASON REGULATED BY HISTONE ACETYLATION UP",0.199623352165725,0.258658605405515,0.132846300606183,0.337040000402833,1.17938447453614,54,"ID3,CYP1B1,DSE,ZFP36L2,DUSP1,RBMS2,NOS3,NAALADL1,CHI3L1,GLI3"
"UEDA PERIFERAL CLOCK",0.133898305084746,0.183485125536254,0.156312403073186,0.283728642348704,1.17939138350867,152,"CES1,S100A10,TNFRSF1B,IL4R,TFPI2,NFIL3,F2R,HAL,DHRS3,CHORDC1,PNP,BTG1,PPARA,SERPINF2,CKS2,CEBPB,FBXO8,SLC25A47,FERMT2,LGALS9,MKNK2,AQP9,UPP2,CRY1,HERPUD1,AK4,KAT2B,MCM10,CREBRF,ABCB4,RBMS1,HSPH1,PPP1R3C,ONECUT1,TLE1,TMEM150A,RBPMS,SPATA13,ZNF644,ID2,CPT1A,TSPAN4,ELOVL5"
"SU PANCREAS",0.198874296435272,0.258067726513747,0.132846300606183,0.369312435349652,1.18051389920243,35,"STX11,CEP152,SERPINI2,IL10,MEP1A,RUNX2,PAX2,CTRL,TRAC,EPB41,PDE5A,CPA2,PML,PRDM1,ABCD1,BRAP"
"BHAT ESR1 TARGETS VIA AKT1 DN",0.173357664233577,0.229234709161716,0.141225119642531,0.315252424228237,1.18051933078338,78,"PDK4,IL1R1,TGFB2,S1PR3,EPS8,SASH1,BLNK,RNF144B,BCAR3,HBP1,DLL1,ZMYND8,SLC16A5,PLEKHF1,TLE1,PTPN21,CREB3L2,SNTB2,TRIM52,RBL2,ST8SIA4,NPAS3,NRP1,CLDN9,GALNT10,RARG,EFNA1,GTF2IRD1,EFNB2"
"OHM METHYLATED IN ADULT CANCERS",0.241509433962264,0.303697251084389,0.119348440591015,0.395930258063144,1.18117168868211,25,"SFRP2,TIMP3,PYCARD,CDH1,CDKN2A,CDKN2B,HIC1,THBS1,DAPK1,CCND1"
"HUANG GATA2 TARGETS DN",0.193726937269373,0.252255578248242,0.133554954557592,0.322271956017584,1.18162016519399,67,"SLAMF1,PF4,HK2,MTHFD2,KLF1,DIAPH3,CLU,JMJD6,PHLDA1,ARHGAP29,GATA2,PODXL,SIAH1,SLC2A1"
"LE EGR2 TARGETS DN",0.149384885764499,0.201879727974326,0.150169802128406,0.300863945590406,1.18180750136398,104,"OGN,SERPIND1,FGL2,MT2A,SLC1A5,PCK1,ITPKB,CMTM6,LPL,PRX,PTGDS,CDKN1A,TIPARP,CAT,RGCC,ABCB1,AK3,CD55,NACC2,CA3,SLC2A1,SCN7A,LOX,EMP2,MT3,IL16,CLDN5,ERRFI1"
"SWEET KRAS TARGETS DN",0.164485981308411,0.219369996273005,0.147331213699377,0.331133180598864,1.18366975141611,60,"TNFRSF10D,IGF2-AS,CXCL5,F2RL1,FOSL1,INHBB,RGS2,TEP1,DKK1,PHLDA1,RRM2,TPSD1,MALL,TMPRSS11D,LBR,NUP62CL,PARD6B,HMGA2,IRS2"
"KYNG RESPONSE TO H2O2 VIA ERCC6 DN",0.205660377358491,0.265051081454211,0.130777137971974,0.351032945981442,1.18371418218442,44,"CTSS,ZFP36L2,RCC1,DNAJB1,UNG,TP53I3,PM20D2,GBP1,PDZD2,ITM2B,TCF3,HCP5,CRYAB"
"MIKKELSEN MEF ICP WITH H3K27ME3",0.126036484245439,0.174339471924844,0.159646701919906,0.279745649540291,1.18375360442013,169,"C21orf62,NFE2,OLAH,C1QA,ALOX15B,TFAP2B,HOXB3,THSD4,PKHD1L1,RASGRP4,FGR,KCNN3,LTA,MOGAT1,LY6G6C,GPR84,NR5A2,CIITA,CHDH,TNFRSF8,ART3,TJP3,PDYN,CD40,ZIC4,TMEM45B,GNAT1,DKK1,AQP6,UPK3A,CA3,MEF2B,MALL,TDRD1"
"BROWNE HCMV INFECTION 1HR DN",0.111853088480801,0.158029871532769,0.170932335370056,0.276440387747669,1.18497531301222,197,"HOXA9,SIX1,SRPX2,SERPINA5,DDIT4,SLC11A1,MT1A,CLDN7,BCL6,ESM1,FOLR2,F2RL1,CSF2RB,CUBN,SPN,KIF14,KYNU,HLA-DPB1,MTM1,XCL1,ATF1,SMAD5,S1PR1,JMJD6,GHRHR,PHKA1,PAX2,CGGBP1,BLK,SLC16A5,WT1,RBM6,NGF,SKIL,AMOT,TRAC,NAT2,PSMB8,GDF5,ATF7"
"SOTIRIOU BREAST CANCER GRADE 1 VS 3 DN",0.19047619047619,0.248758326860156,0.137250779610133,0.345597630497482,1.18573038617627,49,"RUNX1,CYBRD1,LAMB2,FOS,SESN1,ZNF395,AASS,TPT1,NYNRIN,ARHGEF40,PIGV,DYNC2H1,CX3CR1,ARHGEF12,WDR19,ECHDC2,STAT5B,RNASE4,CTDSP1,SYNC,IFT46,IFT88"
"IVANOVSKA MIR106B TARGETS",0.151351351351351,0.204432653512408,0.151148761385484,0.311567385517816,1.18587218486192,84,"PRRG4,SLC16A9,CYBRD1,PLSCR4,TNFRSF10B,CDKN1A,SIK1,ATAD2,RRM2,ZBTB5,ELK4,BTG3,SLC40A1,TMEM245,CLIP4,FYCO1,PLAGL2,ZBTB6,CENPQ,EFCAB14,STYX,GPR137B,ZNF367,HPS5"
"BILANGES SERUM RESPONSE TRANSLATION",0.216165413533835,0.276968488145679,0.126875729929857,0.376197673353018,1.1860772985278,32,"FTH1P19,RAVER2,CPT1B,EEF1A1,TCF7L2,RPS8,RPS3,MYL3,RPS6,RPL14,RPS4X,RPL6,RPS7,ARID5B,RPL21,RPL4,EEF1G,RPL10,NSA2,RPL18A"
"HOFFMANN PRE BI TO LARGE PRE BII LYMPHOCYTE UP",0.220754716981132,0.281755537325677,0.12563992130984,0.389950997892166,1.18741238880938,28,"HLA-DQB1,LILRB3,FZD7,RHOH,ENPP1,FCRLA,CRYAA,TAX1BP3,MYL4,RRAS"
"REN ALVEOLAR RHABDOMYOSARCOMA UP",0.159649122807018,0.213999483742334,0.144630528034484,0.304993615115497,1.18898974077014,97,"SIX1,IGF2,POU4F1,TFAP2B,TNNI1,MAB21L1,KCNN3,EYA1,EYA2,TNNC1,FGFR4,SIK1,TGIF2,VWF,SYNE2"
"KAUFFMANN DNA REPLICATION GENES",0.119584055459272,0.166893573691356,0.16823816568964,0.290089214707775,1.19145595329367,141,"CD209,CDK2,S100A11,PTTG2,CD28,GMNN,CCL2,TMX1,MCM8,ORC1,CXCR6,PPP2R1B,TEP1,DEK,RRM2,RPA4,SMC4,CDC6,RBMS1,CHRAC1,CDC45,POLA1,PCNA,CDK2AP1,CCL4,PTTG1,PRIM2,CTBP2,POLD1,RFC4,SMC3,NFIA,MCM5,POLI,CRYAB,NFIB,POLG2,MCM3,WDR33,TYMP,TFAM,CCL3,MCM9,BLM,PPP2CB,BRCA1,RBM14,RFC1,DUT,NAP1L1,UBE2B,NCOA6"
"BOYAULT LIVER CANCER SUBCLASS G1 DN",0.192748091603053,0.251104762334944,0.136490437780413,0.367345697022796,1.19248422175792,38,"SLC16A1,TMED5,TLR3,ABCB1,KAT2B,BTN3A2,CTBS,CYP4F11,LAP3,SLC39A8,CYP7B1,KLF9,CDC14B,GCHFR,GLRX,GCLM,VKORC1,GADD45A,BTN3A3,MPDZ,ZNF330,GCLC,ABHD2,MBNL2"
"NIKOLSKY BREAST CANCER 6P24 P22 AMPLICON",0.237254901960784,0.299058898368508,0.123257226381337,0.419909823357447,1.19294702259027,21,"ID4,RNF182,RNF144B,MBOAT1,KDM1B,DEK"
"BLANCO MELO COVID19 SARS COV 2 INFECTION A594 CELLS DN",0.173357664233577,0.229234709161716,0.141225119642531,0.324011310724279,1.19372584673399,68,"KLHDC7A,H19,SCARA5,C9orf152,HLA-DMB,HSPA1A,FAM111B,DPEP1,SOX2,KRT8,OLFML3,FGFR4,CDKN2C,NEB,RASD1,MCM10,SP9"
"JEON SMAD6 TARGETS UP",0.237254901960784,0.299058898368508,0.123257226381337,0.420289936801081,1.1940269096889,21,"SERPINH1,TGFB2,CSF1,FAS,SERPINE1,PSMB8,LAMC2,THBS1"
"MEISSNER NPC HCP WITH H3K4ME2",0.0663650075414781,0.102296586887156,0.213927855492356,0.255893276946037,1.19441533035442,447,"HOXD8,SLC16A12,BARX1,FAM20A,LMX1B,HSD11B2,PKP2,PRRG4,ANXA2,COL2A1,GATA3,IRF8,GPC3,MT2A,SLC16A9,TES,ALX4,S100A11,SMAGP,PDLIM1,PIK3AP1,PERP,IKZF1,LRRC3,FGF2,IL4R,NFATC2,MLKL,PEAR1,AEBP1,CPXM2,CPXM1,IL13RA1,LY75,GRTP1,CCDC17,GALR2,ADAMTSL4,EMILIN2,NSUN7,HS3ST3A1,RFX2,B3GNT5,EBF2,TRPV4,TSC22D3,ZC3HAV1,COPZ2,SEMA3F,CEBPB,GOLGA7B,PRRX2,TAGLN2,RNF144B,ADRB2,LIF,NMI,SMAD9,SLC6A4,CH25H,NEXN,KCNJ10,TCEA3,SLC2A4,ARHGAP28,ARHGAP29,WNK4,PGF,LHX9,SHE,C7orf31,PM20D2,STARD10,ADAP2,C19orf67,LOXL2,SYPL2"
"KAYO AGING MUSCLE DN",0.147260273972603,0.199621161537002,0.149207542435322,0.300996717951132,1.19454707306031,109,"SLC6A3,CASP4,MERTK,EGFR,TFPI2,IGFBP5,HPD,IFI16,PON2,SPARC,RARRES2,LGALS3,DYNLT1,CD1D,ZMYND8,CTSH,WT1,LAMC1,LPIN1,LGALS4,ALDH9A1,SEC14L1,NFKB1"
"CROONQUIST NRAS SIGNALING DN",0.16970802919708,0.225084645149943,0.142901149386948,0.324632394875109,1.19601405143334,68,"UBE2C,WEE1,PLOD2,TOP2A,CCNA2,CHEK2,MKI67,CENPA,AURKB,MYBL2,SMC4,CDC6,SBNO2,PCNA,CKS1B,HMGB2,PTTG1,POLD1"
"GAUSSMANN MLL AF4 FUSION TARGETS F DN",0.216981132075472,0.277744259178002,0.126875729929857,0.392907115182505,1.19641385389678,28,"CLEC5A,TFPI,LHFPL2,LPL,TMEM47,CD53,SERPINB9,TSPAN12"
"GRABARCZYK BCL11B TARGETS UP",0.174688057040998,0.230647599551383,0.13880510939114,0.320018231873698,1.19669692603824,74,"S100A4,ANXA2,AHNAK,IGLC2,TIMP1,IKZF2,ID1,APOBEC3G,RAB27A,MSI2,AK4,ZNF678,SLC35F5,LINC00888,TRAM2,ID2,NQO1,SPOPL,NEK7"
"DORSAM HOXA9 TARGETS UP",0.197761194029851,0.256954817110929,0.132846300606183,0.373739660451468,1.19692885786247,34,"VIM,YES1,AHCYL1,PIM1,RAB31,ADD3,INPPL1,RAP1B"
"ODONNELL TFRC TARGETS DN",0.138513513513514,0.188927569800053,0.153158808683073,0.297622937572942,1.1974721950372,119,"FKBP5,TP63,TOP2A,KIF14,CCNA2,MKI67,CEP55,DNA2,DIAPH3,CENPA,SIX3,G3BP1,FAM181B,FBXO5,AURKB,LRRC58,MYBL2,RRM2,NPNT,CDC6,PCBP1-AS1,FAP,HSPH1,BRCA2,MEX3C,CKS1B,KIF20A,DEPDC1B,ASPM,ZBTB6,DBF4,DLEU2,TUBD1,NFIA,ANLN,CDK1,TFRC,BIRC5,FAM83D,RAD54B,NRTN,TACC3,RIF1,PLK1,TAF5,ECT2"
"DACOSTA UV RESPONSE VIA ERCC3 TTD UP",0.17196261682243,0.227617852527485,0.143758989039275,0.340032337621115,1.19760585186711,55,"HOXD9,ERBB2,EPHX1,EPOR,CDKN2B,PLCB3,PGF,MYBL2,SAT1"
"MEISSNER NPC ICP WITH H3K4ME3",0.224105461393597,0.284793953343859,0.124434168630393,0.437538535763309,1.1977840260277,18,"TLR2,RAB13"
"MCCABE HOXC6 TARGETS CANCER DN",0.227099236641221,0.287630001536964,0.124434168630393,0.42350473809265,1.19917190954318,20,"IGFBP3,PAWR,RAB9A,PLCB3,PIEZO1,ERRFI1,PAK2,SRP14,PDS5B"
"MOSERLE IFNA RESPONSE",0.223938223938224,0.284718377114912,0.126253987849115,0.388723824392881,1.19950558752816,30,"IFITM1,IFI16,TRIM22,ZC3HAV1,HERC5,SAMD9,SAMD9L,DDX60L,GBP1"
