"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HOFMANN MYELODYSPLASTIC SYNDROM RISK DN",0.00176849222337354,0.00622460109525388,0.45505986738723,0.663721432902403,1.87324684726198,20,"NFE2,TP63,PF4,DLEC1,RHOH,PIK3CG,MNDA,UPK3A,LCP2,ARFIP1,ZNF117"
"REACTOME SIGNALING BY MET",0.00176856445325142,0.00622460109525388,0.45505986738723,0.451540635799526,1.6750512715844,78,"COL1A2,COL2A1,COL1A1,HGF,COL3A1,LAMB2,LAMA2,LAMA3,LRIG1,ITGB1,COL27A1,COL5A1,LAMA1,RAP1B,COL11A1,DOCK7,RAP1A,GAB1,LAMC1,PIK3CA,STAT3,SPINT1,LAMC2,TNS3,PTPN2,HGFAC,MET,FN1,LAMA4,SOS1,CBL"
"MILI PSEUDOPODIA CHEMOTAXIS DN",0.00177656170420074,0.00624804319445769,0.45505986738723,0.305792470119757,1.41029683951951,406,"TLR2,SLC38A2,SOCS3,HLA-DMB,FZD2,SLC38A4,TGIF1,CLIC1,TXNIP,USP53,ACKR3,ZFP36,COL4A6,LHFPL2,SLC16A1,MMP14,MSLN,P4HA1,TRPS1,C1R,C1S,NFKBIZ,FZD7,BTG1,ITPRIP,TIMP3,ADAMTSL4,AQP1,DUSP1,LAMB2,ADORA2B,SLC2A10,CD109,ITGA5,PDGFRB,SEMA3F,WLS,FOS,SNRNP48,EPHB4,ACTL6A,SPPL2A,ADRB2,CALD1,STEAP3,SNHG3,COLGALT1,CLCF1,ITGB1,VASN,COL5A1,P4HA2,SLC4A7,KLF6,AXL,KLF3,SERPINE1,AGFG2,SLC39A14,IL6ST,SBNO2,SLC2A1,F3,TWSG1,PI16,SGMS1,SCAMP2,LAMC1,IGF1R,PLOD1,LOX,NEAT1,EMILIN1,RCN3,OGT,TMED7,SLC12A4,MALAT1,MAN2B1,GRN,BMP1,RPN2,TRA2A,CHUK,ARHGAP17,GSPT1,POLDIP3,NRP2,TMEM43,ABCA7,BIRC2,THBS1,NAGA,TYW1B,FN1,NRP1,CLDN9,MATN2,SLC19A2,KRIT1,GPRC5B,VCL,RBM39,TLN1,MPZL1,PTGS1,LIME1,C1GALT1C1,PPP6R3,DDR1,RPL30,EIF2AK3,NFIB,STT3A,ALKBH1,SRI"
"MARSHALL VIRAL INFECTION RESPONSE DN",0.00178562877592561,0.00627520969825285,0.45505986738723,0.601339838733801,1.83259574333744,27,"IL18RAP,PDLIM1,NFKBIA,TGIF1,SGK1,TOB1,CKS2,CD7,PIM1,S1PR4,KLF3,KLF2,PCNA,KLRG1"
"MCCLUNG DELTA FOSB TARGETS 2WK",0.00179062822930255,0.00628805134767853,0.45505986738723,-0.500225638963117,-1.75774546448683,43,"SYT2,MOBP,TUBB2A,HMGCS1,BDNF,ADCYAP1,NEFM,NMBR,STMN2,INPP5J,STMN1,NEFH,CDK14,INA,VSNL1,OLFM1,TPBG,NPTX1,ASIC2,FHOD3,CCK,CLN8,ADARB1,APBA2"
"BERENJENO TRANSFORMED BY RHOA REVERSIBLY DN",0.00179643316133699,0.00629897118986427,0.45505986738723,0.594976536833653,1.82528774798648,28,"IGF2,LATS2,PHLDB2,ADM,LY75,MYC,PBX3,AK4,PTGER4,SORBS1,SERPINE1,ERRFI1,THBS1,ALCAM"
"FONTAINE THYROID TUMOR UNCERTAIN MALIGNANCY DN",0.00179643316133699,0.00629897118986427,0.45505986738723,0.634531538294136,1.83230744371171,22,"SLPI,HCLS1,S100A10,TWIST1,FRZB,LILRB3,IFITM3,KLF1,IL24,PLCG2,PPIL4"
"HOLLERN EMT BREAST TUMOR DN",0.00179887245845846,0.00630279600512358,0.45505986738723,0.400037294011614,1.59553170472355,115,"DSP,GJB2,MPZL2,DSG2,TMEM30B,RIPK4,CLDN7,TFAP2C,FXYD3,POF1B,DSC2,CLIC3,ELOVL7,CHDH,TJP3,ELF5,PLEKHG6,KRT15,CDH1,RAB25,DENND2D,STARD10"
"WP IL4 SIGNALING PATHWAY",0.00180297518272626,0.00631243895435395,0.45505986738723,0.503545851911046,1.7813633454831,54,"GATA3,SOCS3,IL2RG,NFKBIA,DOK2,IL4R,NFIL3,INPP5D,PTPN6,FOS,CEBPB,RELA,STAT5A,PIK3R2,ELK1,JAK2,FES,PIK3CA,STAT3,IKBKB,NFKB1,IRS1,IL4,CHUK,IRS2,SOS1,CBL,EP300,BIRC5,RPS6KB1,SHC1"
"GUILLAUMOND KLF10 TARGETS UP",0.00180621794384627,0.00631905888438433,0.45505986738723,0.527466823901793,1.79946229549694,46,"SCARA5,MT1X,CCR2,TFF3,MT2A,LCN2,PCK1,TFAP2C,STOM,FGL1,LPL,SLC25A30"
"HOSHIDA LIVER CANCER SURVIVAL UP",0.00184921782524126,0.00646465528435128,0.45505986738723,0.464790963422054,1.69482876073915,66,"CXCR4,COL6A3,ANXA3,CD48,FMO1,AEBP1,SP100,CHSY1,ANXA1,NFKB2,DAB2,BCL2,TEAD4,IQGAP1,LOXL2,ADD3,PODXL,CCL19,HMG20B,IER3,TGFB1I1,LPP,EMP2"
"AMIT EGF RESPONSE 480 HELA",0.00189418947951476,0.00660704599048656,0.45505986738723,0.377924415111873,1.58080557312173,155,"MT1H,FOXD1,MT1F,MT1X,MT2A,SLC1A5,GPRC5A,ZFP36L2,SMTN,OSMR,EGFR,TM4SF1,SERPINH1,B4GALT1,RHOD,PLAUR,TNFRSF12A,NFKB2,VASP,ITGA5,LTBR,CD44,RELA,HEBP2,BCAR3,PDLIM5,STC1,SYDE1,ITGA6,CHST11,ITGB5,NEDD9,MALL,SH2D2A,SERPINE1,RHOC,TOR4A,SPHK1"
"LINDVALL IMMORTALIZED BY TERT DN",0.00189202835362863,0.00660704599048656,0.45505986738723,0.483840234180638,1.75623300744661,65,"FMOD,CXCL1,AKR1C1,LHFPL2,PLOD2,ADM,CPXM2,ADAM12,VCAN,LRRC32,SLC43A3,CTSK,TMEM47,MDFI,ARHGAP5,SELPLG,LTBP2,CFB,CCDC80,ITGB5,SAT1,FAP,ISLR"
"RASHI NFKB1 TARGETS",0.00189315999203235,0.00660704599048656,0.45505986738723,0.68279947140879,1.87609265669277,18,"TNFAIP3,LCN2,MAP3K8,NFKBIA,CXCL3,BIRC3,CSF1,NFKB2,IRF1"
"BLANCO MELO COVID19 BRONCHIAL EPITHELIAL CELLS SARS COV 2 INFECTION DN",0.00190221881154764,0.00663010494047253,0.45505986738723,0.502222156625959,1.77668058967746,54,"SPTLC3,NID1,CD86,PDK4,OLFML2A,METTL7A,MAF,PROS1,TSC22D3,BBOX1,BLNK,CENPA,KRT15,VAV3,STON1,MIR221,PTPRZ1,RAB30,THBD"
"WP IL3 SIGNALING PATHWAY",0.00192642886914916,0.00670948474992783,0.45505986738723,0.531505930598883,1.7837488663717,44,"CD86,SYK,HCK,CSF2RB,TGFB1,INPP5D,PTPN6,CD69,FOS,BCL2,STAT5A,LYN,PIK3R2,VAV1,JAK2,STAT3"
"HOQUE METHYLATED IN CANCER",0.00194929860493773,0.00678408166751969,0.45505986738723,0.496936733906274,1.73573763130994,51,"HOXA5,SOCS3,TWIST1,VCAN,APOD,TIMP3,GFAP,DAB2,EDNRB,RUNX3,CDH1,CDKN2A,CDKN2B"
"AIGNER ZEB1 TARGETS",0.00195847666919045,0.00681095234508644,0.431707695803346,0.577374829179395,1.84466772073457,33,"DSP,GJB2,MPZL2,TMEM30B,CLDN7,SCEL,DSC2,MUC1"
"KYNG ENVIRONMENTAL STRESS RESPONSE NOT BY GAMMA IN OLD",0.00196669884942976,0.00683446128047189,0.431707695803346,0.603881558393632,1.87129973434855,29,"HLA-DQA1,HGF,ITGB8,LCK,RHOD,PRSS23,PDE3A,CEPT1,SOX7,ZNF507,NDRG1,CTCF"
"REACTOME TNFS BIND THEIR PHYSIOLOGICAL RECEPTORS",0.00197048824991035,0.00684254240719242,0.431707695803346,0.640007826417375,1.86969595319793,23,"TNFRSF11B,FASLG,TNFRSF1B,LTA,TNFRSF1A,TNFSF8,TNFSF14,TNFRSF8,EDA,EDA2R"
"DOANE RESPONSE TO ANDROGEN DN",0.0019732244437719,0.00684695697861161,0.431707695803346,0.343793649042044,1.49790736122487,222,"DSP,SIX2,CXCR4,GATA3,MGP,FBLN1,CYBRD1,EDN1,ZFP36L2,IFITM1,STOM,PLOD2,IFITM3,CASP7,IGFBP5,SMAD6,SERPINH1,PAX9,DHRS3,CRABP2,PLSCR1,PYCARD,EPS8,TINAGL1,SEMA3C,IGFBP3,SEMA3F,SAMHD1,CDKN1A,RGS10,WLS,TMEM123,CDKN2C,FBXL7,PALLD,STAG2,BAMBI,RRM2,TPT1,HP1BP3,MED13L,NUP160,NR2F1,TMEM106C,RBMS1,PELI2,SNX7,ARG2,ASPH,ZFR,QKI,PDZRN3,PSMB8,ATAD2B,SLC27A2,SZRD1,ZNF322,LTBP1,ANXA9,CDC25A,IRS1,TRA2A,RAPGEF3,SP110,RRAS"
"BIOCARTA NFAT PATHWAY",0.00198261914412157,0.00687445243295564,0.431707695803346,0.530779093249043,1.81930807784421,47,"HAND1,NKX2-5,HAND2,EDN1,FGF2,NFATC2,NFATC4,PIK3CG,NFATC1,CTF1"
"HUPER BREAST BASAL VS LUMINAL DN",0.00198719189332933,0.00688520008111289,0.431707695803346,0.498805319355406,1.77021213894425,55,"MLPH,KRT19,KRT18,ANPEP,CLDN7,GPRC5A,LCN2,MIA,TM4SF1,KRT8,IGFBP3,EFEMP1,CNN3,NR2F2,INHBB,KRT15,DKK1,BIK,MALL,BACE2"
"PID NFKAPPAB CANONICAL PATHWAY",0.00200986416141087,0.00695859636328474,0.431707695803346,0.631918127624569,1.82476081831277,22,"TNFAIP3,NFKBIA,NOD2,TNFRSF1A,RELA,MALT1,XPO1,RIPK2,ATM,IKBKB,NFKB1,CHUK,BCL10,BIRC2,TNF"
"BHATI G2M ARREST BY 2METHOXYESTRADIOL UP",0.00201693030393165,0.00697789210997524,0.431707695803346,0.416063187638274,1.63374495355971,107,"HCK,PTTG2,GMNN,WWTR1,PSMA2,TBX18,TUBB6,TNFSF14,KYNU,OGFRL1,TMC8,SPARC,ANXA1,SMOX,FOS,RAX2,GNG11,TEP1,DKK1,RAB27A,IL24,RAMP1,MYBL2,NACC2,TNPO1,FAM215B,CDC6,FAP,SPHK1,PCNA,CTNNAL1,IER3,LSM6,PDGFC,ATL3"
"BURTON ADIPOGENESIS PEAK AT 8HR",0.00204553147184909,0.00706126529943303,0.431707695803346,0.543537615124245,1.78118437215169,39,"PLAC8,FGL2,KLF5,IL1RL1,SLC16A1,IFI16,TSC22D3,ITGA5,SAMHD1,CEBPB,CD44,TEAD4,FOSL1,XPO1,RRAS2,HSPH1,PRDX6,HMGA2"
"IGARASHI ATF4 TARGETS DN",0.0020455612356509,0.00706126529943303,0.431707695803346,0.438036293729727,1.66787378177938,90,"DSG2,GPX8,LEPR,S100P,ANG,AKR1C1,POF1B,HSPA1A,KLF4,CCL2,HSPA1B,STC2,AKR1C3,SOAT1,DOCK11,PSAT1,G3BP1,NEBL,SUCLG2,SLC3A2,ETNK1,ASPH,CREB3L2,SGK3,GALNT4,PRR15,ST8SIA4,PHGDH"
"VANTVEER BREAST CANCER BRCA1 DN",0.00204553147184909,0.00706126529943303,0.431707695803346,0.543851977248071,1.78221454354475,39,"HSD11B2,FMOD,SLC9A2,CTSK,PRRX2,MID1IP1,DNALI1,GLI3,ZNF395,PRKG1,APPL2,KLHL2,VEZF1,SH3BP4,ITGBL1,NQO1,ZFHX3,SKP1P1,GOLM1,UNC119"
"HOFMANN MYELODYSPLASTIC SYNDROM HIGH RISK DN",0.00205752892413208,0.00709733593460762,0.431707695803346,0.682290594103237,1.8432591033824,17,"PPBP,TP63,PF4,PIK3CG,PTCH1,UPK3A"
"EPPERT CE HSC LSC",0.00206830176652645,0.00712923485010664,0.431707695803346,0.555869844785924,1.80708269491108,36,"HOXA5,HOXB2,HOXB3,PLSCR4,TFPI,YES1,DRAM1,MECOM,PRKCH,ABCB1,ERG,SMARCA1,SPINK2,INPP4B,RBPMS,KAT6A,ALCAM,TMEM38B,ELK3,DAPK1"
"YAGI AML WITH INV 16 TRANSLOCATION",0.0020736902864738,0.00713728158982219,0.431707695803346,0.302880684895661,1.38627838146679,385,"OMD,IGF2,CLEC10A,GPR183,RUNX1,HSPA6,MFAP5,ANPEP,ID3,S100A10,ADAM28,UBE2C,ALDOB,ALX1,TIMP1,EMP1,WEE1,VIM,OSMR,HSPA1A,ABCC2,ZIC1,HSPB1,EZR,FOXO1,SMAD6,DHRS3,TOP2A,SOX2,DLEC1,LY6G6C,PXDC1,SPARC,ATP6V0E1,FLT1,GBP2,SPP1,CAT,CBFB,EPHB4,LGALS9,PRKCH,LYN,DTNA,HLX,ARID5A,GHRHR,SELE,ERG,RAMP1,RPS17,SDC4,APOB,TPT1,SLC4A7,DYNLT1,MAPKAPK2,B2M,NBR2,IQCK,PRPF40A,WT1,CHD1,GAB1,BRCA2,ZNF143,RHBDF1,LPIN1,CTRL,TPSAB1,ACAA2,KPNA5,ZMPSTE24,TIAL1,LFNG,HADHB,RBPMS,ZNF318,NT5E,C12orf29,NFATC3,RRAD,IRS1,THOC2,NEK9,EEF1A1,HSD17B4,PMAIP1,DMD,PABPC1,LGI1,ELOVL2,BTAF1,RERE,KIFC1,ITM2A,DHFR,ARHGEF12,TSC22D1,NAALAD2,AR,CDK2AP2,ANGEL2,RBM39,RIBC2,CRIM1,SLC6A11,PFKP,LRP6,MSH6,SPEN,NFIB,RPS27,FBXL5,HAP1,ITSN2,RPL34,ZNF354A,UCP3,SPCS2,BCAM,PTMA,ZCCHC14,GLB1,STK10,DPYSL3,PKD2,EXPH5,RPS6,PGRMC2,TOR1B,RPS13,RPS4X,KCNA5,RHOA,AKAP13,PML"
"YAUCH HEDGEHOG SIGNALING PARACRINE UP",0.00207338812112072,0.00713728158982219,0.431707695803346,0.389653296087943,1.57596440082155,125,"SCARA5,MPZL2,KCNE4,FOXD1,IGHG1,CCR9,SLCO4A1,LEPR,TMEM100,THSD4,FRZB,HSPA1A,TRIM5,GLI2,C14orf39,IGFBP5,SLC1A3,GALR2,BST1,SPON1,CLEC2D,RDH10,SLC26A3,WNT9B,HNF4G,NTRK2,NEBL,MS4A1,PTCH1,RERG,STK33,BMP7,NOG,CAGE1,CTDSP2,PCSK5,TRAM2,SLC28A3"
"WP FERROPTOSIS",0.00207882166704869,0.00714967805135068,0.431707695803346,0.477434613270954,1.72144191051511,63,"MAP1LC3C,CP,SLC1A5,CYBB,AKR1C2,AKR1C1,HSPB1,SLC7A11,HMOX1,ACSL5,AKR1C3,NOX1,BACH1,STEAP3,SAT1,SLC3A2,SLC39A14"
"JECHLINGER EPITHELIAL TO MESENCHYMAL TRANSITION DN",0.00208635362961046,0.00717030651823477,0.431707695803346,0.482492738041806,1.72009974151989,57,"BMP4,VAMP8,BCL6,ZFP36,SGK1,TIMP3,ID1,INMT,DUSP1,ID4,FOS,STAT5A,CDH1,ITGB5,FZD8,SAT1,CTSH,KLF2,F3,BTG2,TGM2,HMGA2,ID2,PKP1,JUP,IRF6,THBS1,KITLG,NRP1"
"REACTOME SCAVENGING OF HEME FROM PLASMA",0.00210225372625404,0.00720985178300827,0.431707695803346,0.691384283937158,1.83229301408998,16,"CD163,IGHA1,IGLC3,IGLC2,APOL1,HPR,HP"
"VARELA ZMPSTE24 TARGETS DN",0.00210248780065046,0.00720985178300827,0.431707695803346,0.555039865049907,1.80438450569979,36,"VNN1,SULT1B1,LYZ,S100A10,ALDOB,FMO1,G0S2,TMEM176A,INMT,CAT,OTC,PHLDA1,CA3,ALDH3A2,CD1D,PDZK1,KLKB1"
"WP RANKLRANK SIGNALING PATHWAY",0.00210070644314011,0.00720985178300827,0.431707695803346,0.499507676839404,1.76707774065096,54,"TNFRSF11B,VCAM1,SYK,NFKBIA,ACP5,SPI1,NFKB2,CTSK,ICAM1,FOS,TAB2,PAPSS2,RELA,LYN,NFATC1,PIK3R2"
"WP CARDIAC PROGENITOR DIFFERENTIATION",0.00212358164941749,0.00727684796875174,0.431707695803346,0.538520043253784,1.79784201155357,42,"NKX2-5,IGF2,TBX5,CXCR4,BMP4,ANPEP,KDR,FGF2,TGFB1,SOX2,PAX6,POU5F1,DKK1"
"REACTOME PYROPTOSIS",0.00212615804443898,0.00728033897414491,0.431707695803346,0.617847526060257,1.86491500379763,26,"IL18,TP63,CASP5,CASP4,CASP1,GSDMD,IRF1,IL1B"
"WP LEUKOCYTEINTRINSIC HIPPO PATHWAY FUNCTIONS",0.00212877486792047,0.00728396320106902,0.431707695803346,0.590709439203485,1.8852247798999,32,"YAP1,TEAD2,LATS2,FOXO1,RAB13,TEAD1,LPL,FERMT3,ITGAL,MOB1A,TEAD4,CD19,TEAD3,STK3,RAP1A,STK38L,LATS1,SAV1"
"WP TNFALPHA SIGNALING PATHWAY",0.00215311554367808,0.00736185958387076,0.431707695803346,0.426051015911612,1.6290049811044,92,"TNFAIP3,MAP3K8,NFKBIA,PYGL,TNFRSF1B,IL6,BIRC3,CYBA,CASP7,TNFRSF1A,CCL2,NFKB2,CASP8,GLUL,TAB2,NOX1,MAP3K1,SELE,REL,SMPD2,RIPK3,CFLAR,MAP3K5,IKBKB,MAP3K7,NFKB1,CHUK,BIRC2,TANK,SOS1,TRAF1,APAF1,TNF,BID,RAF1"
"MOROSETTI FACIOSCAPULOHUMERAL MUSCULAR DISTROPHY UP",0.00216677546778503,0.0074031495149322,0.431707695803346,0.680649498382397,1.83882556047106,17,"HOXC6,NID1,COL6A3,ID3,ID1,EBF2,PGF"
"REACTOME SEROTONIN NEUROTRANSMITTER RELEASE CYCLE",0.00217331074300517,0.00742005435559252,0.431707695803346,-0.654667198859611,-1.82549580690664,17,"STX1A,CPLX1,RIMS1,VAMP2,RAB3A,PPFIA4,STXBP1,SNAP25,SYN3,SYT1,SYN2,PPFIA3"
"DACOSTA UV RESPONSE VIA ERCC3 XPCS DN",0.00218037789961272,0.00742790546850572,0.431707695803346,0.4315783507424,1.61473139576553,81,"HOXB2,TGFBR3,IL6,SP100,BMPR1A,MALT1,PDLIM5,DKK1,E2F5,SMAD4,ACAP2,IGF1R,RANBP2,CDH2,PLCE1,NFATC3,NFKB1,ARHGEF10,HERC4,DLEU2,ARAP2,PIK3C2A,MTAP,UBXN7,PDS5B,CDKN1B,CENPC,SOS2,PCCA"
"GOLDRATH IMMUNE MEMORY",0.00217860302728178,0.00742790546850572,0.431707695803346,0.476494105549583,1.71805080864748,63,"BAG3,ANTXR2,FCGRT,F2R,PTPN22,MYC,PROS1,IL10RA,KCTD12,CHPT1,GOLIM4,ANGPTL4,AQP9,ABCB1,EOMES,PLCD1,RPGR,IL15RA,CD55,SORBS1,SLC2A1,LPIN1,PALD1,RASA4"
"NUNODA RESPONSE TO DASATINIB IMATINIB UP",0.00217930947028962,0.00742790546850572,0.431707695803346,0.597370905461458,1.85112461402392,29,"NFKBIA,GADD45B,CASP7,MYC,CCNA2,CASP6,BCL2,E2F5,MCL1,STAT3,NFKB1,CDC25A"
"HOLLMANN APOPTOSIS VIA CD40 UP",0.00218596014274786,0.0074312652663272,0.431707695803346,0.348723848622465,1.497219794142,190,"PITX1,PTPRC,SLCO4A1,CD86,IRF8,PDGFD,EMP3,KCNN3,LCK,BTK,CYP39A1,PTPN22,PLEKHF2,RAC2,ARPC1B,DDX3Y,RUNX3,RGCC,CPNE3,TIMELESS,STAP1,G3BP1,CAB39L,COLGALT1,HDAC1,ITGB1,CREM,VAV1,RAP1B,SMC4,LEF1,BLK,TMEM106C,HSPH1,MFHAS1,ALDH2,NUSAP1,MYBL1,SS18,RHEBP1,LTBP1,PAK2,TCEA1,NBEAL2,SHMT1,SYPL1,KIAA0930,NUDT11,FOXN3,ZNF93,LAP3,PCDHGC3,MAP4K1,MBD2,DDX39A,NFIB,MEIS2,GTF2IRD1,COTL1,PPP3CC"
"MISHRA CARCINOMA ASSOCIATED FIBROBLAST DN",0.00218772379256873,0.0074312652663272,0.431707695803346,0.628397491455562,1.81459443970152,22,"KRT19,KRT18,SFRP2,HGF,HSPA1A,C1S,KRT8,MGST1,RARRES2,CAT,MFAP4,CD55"
"PID IL27 PATHWAY",0.00218772379256873,0.0074312652663272,0.431707695803346,0.628140328883436,1.81385184320834,22,"IL18,GATA3,EBI3,IL6,TGFB1,IL1B,STAT5A,IL27,IL12A,IL6ST,JAK2,STAT3"
"REACTOME INTERLEUKIN 6 FAMILY SIGNALING",0.00218772379256873,0.0074312652663272,0.431707695803346,0.628370706215096,1.81451709319859,22,"SOCS3,OSMR,IL6,LIFR,LIF,OSM,IL6R,CTF1,CLCF1,IL6ST,JAK2,STAT3,CNTFR,CBL,CNTF"
"DUTTA APOPTOSIS VIA NFKB",0.00223095393181905,0.00757260615637056,0.431707695803346,0.573304298668882,1.83166269200881,33,"BCL2A1,TNFAIP3,GADD45B,FASLG,BIRC3,TNFRSF10C,CASP8,TNFRSF10B,BCL2,FAS,TNFRSF10A"
"CHIANG LIVER CANCER SUBCLASS PROLIFERATION DN",0.00223580288215904,0.00758355781655397,0.431707695803346,0.37685271982215,1.58124516685379,157,"SYTL4,AOX1,SULT1B1,AZGP1,ECM2,MAT1A,ACADL,PDK4,SLC38A4,PCK1,GYS2,HPD,C6,ABCA6,ECHDC3,SERPING1,CA5A,ALDH1L1,SERPINC1,NAGS,SELENBP1,FMO3,ETNPPL,CAT,TTPA,ADRB2,CPED1,EPHX1,BHMT2,TAT,AQP9,OTC,TPRG1,ACSM5,CYP2J2,AASS,FMO4,ALDH3A2,SLC10A1,ABCB4,SERPINA10,ALDH6A1,HAAO,ADH6"
"PEDERSEN METASTASIS BY ERBB2 ISOFORM 6",0.00224059767226649,0.00759431002188075,0.431707695803346,0.627803871060509,1.85072950356034,24,"SYTL4,AOX1,MGP,ITGB2,PDK4,SERPINA3"
"VECCHI GASTRIC CANCER ADVANCED VS EARLY DN",0.00226045735445685,0.00765389383754881,0.431707695803346,0.389087367376324,1.57367548523462,125,"SLPI,MLPH,ADH1C,C9orf152,TFF3,S100P,ALDOB,FXYD3,AKR1C1,DSC2,BTNL8,MUC1,SULT1C2,CLDN18,BLNK,SERPINB1,AKR1C3,TMEM45B,OTC,STEAP3,CDC42EP5,WNK4,MYEOV,STARD10,FMO5,CLDN15,RPS27L,CALML4,DANCR,KCNE3,SLC4A4,NAT1,LGALS4,NAT2,GSDMB,NUDT6,TM4SF20,CHAC2,CYSTM1,ZBTB7B,PCBD1,PIP5K1B"
"ZHAN MULTIPLE MYELOMA MF UP",0.0022614521586767,0.00765389383754881,0.431707695803346,0.524566447160967,1.76045976458945,44,"RNASE6,MFAP2,APOBEC3A,CEBPD,SFRP2,TLR4,ARPC1B,ARHGAP6,CD109,SPP1,CDH1,NTRK2,ARID5A,SMARCA1,SLC25A20,LCP2,TMEM255A,TRIM47,GPM6B,RASSF4,SHMT1,CX3CR1"
"SHIPP DLBCL VS FOLLICULAR LYMPHOMA DN",0.00226443916906962,0.00765845779756253,0.431707695803346,0.555377526264487,1.80068541430801,37,"DNASE1L3,CD180,TXNIP,RHOH,CD69,TSC22D3,HES1,CD3E,CLU,RAPSN,HSPA1L,GPR18,ZNF141,GLIPR1"
"MULLIGHAN NPM1 SIGNATURE 3 DN",0.0022724104549181,0.00767986006239133,0.431707695803346,0.385330999627395,1.6030282995684,148,"PDX1,MRC1,FCER2,HLA-DQA1,SOCS3,AQP4,HOXC4,HGF,HSPB1,IFITM1,LRP4,FXYD5,VAMP5,SLC9A2,TGFBR2,CNN2,ITGA5,LAX1,CD34,LPAR6,MOB1A,TMEM243,KCNQ1,CD7"
"WP EGFR TYROSINE KINASE INHIBITOR RESISTANCE",0.00228687735252716,0.00772316816886701,0.431707695803346,0.431652017499663,1.63084278005643,84,"KDR,PDGFD,HGF,FGF2,EGFR,IL6,MYC,MRAS,PDGFRB,BCL2,ERBB2,BCL2L11,IL6R,VEGFA,PIK3R2,EIF4EBP1,PLCG2,AXL,RRAS2,JAK2,GAB1,IGF1R,PDGFC,PIK3CA,STAT3,RRAS,MET,FGFR3,SOS1,PLCG1,RAF1,RPS6KB1,SOS2,SHC1,CCND1,PDGFRA,RPS6,FOXO3,ARAF,PRKCA,PIK3CD"
"MIKKELSEN MCV6 LCP WITH H3K4ME3",0.00229163558567037,0.00772806978890571,0.431707695803346,0.381907199882758,1.58334277190123,147,"SCARA5,CFH,CHST4,LBP,PCOLCE,EMP3,GPSM3,PRELP,IL7R,FXYD3,C6orf118,LAPTM5,IFITM1,MSLN,MUC1,TMEM176A,TMEM176B,CSF3,ANXA1,PRX,PRICKLE3,GALNT15,GBP2,MRGPRF,ARHGDIB,FGD4,LGALS9,MYOT,MR1,SERPINB9,CYP2J2,CRB1,MYO1G,ANKRD49,LST1,KRTDAP,PINLYP,S100A3,TRIM21,SYTL1,SLC13A2,FABP7,ZFAND6"
"WESTON VEGFA TARGETS 12HR",0.00229001884414316,0.00772806978890571,0.431707695803346,0.636734163637541,1.86013239194298,23,"COL1A2,GEM,COL6A3,MGP,TFPI2,OXTR,CCL2,MMP2,SDC4,SAT1,SP3"
"BIOCARTA EICOSANOID PATHWAY",0.00229443972994266,0.00773194758309444,0.431707695803346,0.626181758463976,1.8081961697831,22,"PTGER2,ALOX5AP,PTGFR,TBXAS1,HPGDS,ALOX5,EPHX1,CYP2J2,PTGER4"
"CHARAFE BREAST CANCER LUMINAL VS MESENCHYMAL UP",0.00232048664275322,0.00781408830564018,0.431707695803346,0.301598578606863,1.39289623569443,412,"FOXA1,S100A8,MLPH,CYP4B1,TMEM30B,MARVELD3,ANKRD22,KRT19,RBM47,AZGP1,C9orf152,PRRG4,TFF3,GATA3,S100P,ZG16B,CLDN7,KRT23,MIR29B2,SLC52A3,FXYD3,HILPDA,TPD52L1,EFNA4,ST6GALNAC2,TRPS1,METTL7A,SH2D3A,GPR160,CRABP2,MSX2,MMEL1,MUC1,PLEKHF2,TOB1,ARHGEF5,RHOH,PTPN6,PRLR,TSC22D3,BLNK,SEMA3F,SELENBP1,PRODH,SERINC2,KIAA0040,TJP3,CRNDE,RNF144B,MACC1,ERBB2,INHBB,TMEM45B,PPP1R3D,CDH1,MKNK2,ZBTB42,BIK,ENTPD2,VAV3,NEBL,FREM2,LYPD3,RERG,RAB25,DENND2D,STARD10,WFS1,SOX13,ZNF24"
"REACTOME INACTIVATION OF CSF3 G CSF SIGNALING",0.00232552230657824,0.00782540767526761,0.431707695803346,0.636511279398056,1.85948126590453,23,"SOCS3,SYK,HCK,CSF3R,CSF3,STAT5A,LYN,JAK2,STAT3"
"HUMMERICH SKIN CANCER PROGRESSION DN",0.00234014914008229,0.00786330487472655,0.431707695803346,0.422111332406075,1.63583383258773,96,"DSG2,SERPINA1,C1QA,LYZ,GJA1,MYBPH,TXNIP,C4B,C3,AEBP1,HP,COL3A1,EYA2,LAMB2,COL6A2,SERPING1,ACSL5,MFAP4,TCAP,SMAD4,CHST11,PIK3R2,EFNB1,B2M,TNNI2,STK38L,HADHB,RAB34,GPNMB,PYGM,BMP1,ID2"
"ROSS AML WITH PML RARA FUSION",0.00234014914008229,0.00786330487472655,0.431707695803346,0.444414350332908,1.6468315849869,75,"CST7,COL2A1,KRT18,HGF,STAB1,CMAHP,CFD,SERPING1,ITPR2,PTGDS,RCN1,PRODH,NAALADL1,FNDC3B,MRC2,ALOX5,MMP2,AQP3,JAG1,RASL12,CLMN,TLE1"
